brand,name,type,purpose,indications_and_usage,description,dosage,dataset,cluster,cuaca,demografi,
103926,['Colace'],['DOCUSATE SODIUM'],['HUMAN OTC DRUG'],['Purpose Stool softener'],['Uses relieves occasional constipation (irregularity) generally produces bowel movement in 12 to 72 hours'],['Drug Facts Colace 100 mg'],[''],1,4,,
134991,['Point Of Care L2'],"['DEPO-MEDROL, LIDOCAINE HCI, ISOPROPYL ALCOHOL']",['HUMAN PRESCRIPTION DRUG'],"['Purpose: Purpose: First aid antiseptic to help prevent skin infection in minor cuts, scrapes and burns. For preparation of the skin prior to surgery. Helps reduce bacteria that can potentially cause skin infections.', 'Purpose Antiseptic']","['INDICATIONS AND USAGE A. For Intramuscular Administration When oral therapy is not feasible and the strength, dosage form, and route of administration of the drug reasonably lend the preparation to the treatment of the condition, the intramuscular use of DEPO-MEDROL Sterile Aqueous Suspension is indicated as follows: Allergic States : Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment in asthma, atopic dermatitis, contact dermatitis, drug hypersensitivity reactions, seasonal or perennial allergic rhinitis, serum sickness, transfusion reactions. Dermatologic Diseases : Bullous dermatitis herpetiformis, exfoliative dermatitis, mycosis fungoides, pemphigus, severe erythema multiforme (Stevens-Johnson syndrome). Endocrine Disorders : Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the drug of choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy, mineralocorticoid supplementation is of particular importance), congenital adrenal hyperplasia, hypercalcemia associated with cancer, nonsupportive thyroiditis. Gastrointestinal Diseases : To tide the patient over a critical period of the disease in regional enteritis (systemic therapy) and ulcerative colitis. Hematologic Disorders : Acquired (autoimmune) hemolytic anemia, congenital (erythroid) hypoplastic anemia (Diamond Blackfan anemia), pure red cell aplasia, select cases of secondary thrombocytopenia. Miscellaneous : Trichinosis with neurologic or myocardial involvement, tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy. Neoplastic Diseases : For palliative management of: leukemias and lymphomas. Nervous System : Acute exacerbations of multiple sclerosis; cerebral edema associated with primary or metastatic brain tumor or craniotomy. Ophthalmic Diseases : Sympathetic opthalmia, temporal arteritis, uveitis, ocular inflammatory conditions unresponsive to topical corticosteroids. Renal Diseases : To induce diuresis or remission of proteinuria in idiopathic nephrotic syndrome, or that due to lupus erythematosus. Respiratory Diseases : Berylliosis, fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy, idiopathic eosinophilic pneumonias, symptomatic sarcoidosis. Rheumatic Disorders : As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in acute gouty arthritis; acute rheumatic carditis; ankylosing spondylitis; psoriatic arthritis; rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy). For the treatment of dermatomyositis, polymyositis, and systemic lupus erythematosus. B. For Intra-articular Or Soft Tissue Administration (See WARNINGS ) DEPO-MEDROL is indicated as adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in acute gouty arthritis, acute and subacute bursitis, acute nonspecific tenosynovitis, epicondylitis, rheumatoid arthritis, synovitis of osteoarthritis. C. For Intralesional Administration DEPO-MEDROL is indicated for intralesional use in alopecia areata, discoid lupus erythematosus; keloids, localized hypertrophic, infiltrated inflammatory lesions of granuloma annulare, lichen planus, lichen simplex chronicus (neurodermatitis) and psoriatic plaques; necrobiosis lipoidica diabeticorum. DEPO-MEDROL also may be useful in cystic tumors of an aponeurosis or tendon (ganglia).', 'INDICATIONS AND USAGE Lidocaine Hydrochloride Injection, USP is indicated for production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks, when the accepted procedures for these techniques as described in standard textbooks are observed.', 'Indications and Usage For use as an first aid antiseptic pre-operative skin preperation', 'Uses For first aid to decrease germs in minor cuts scrapes burns For preparation of the skin prior to injection']","['DESCRIPTION DEPO-MEDROL is an anti-inflammatory glucocorticoid for intramuscular intra-articular soft tissue or intralesional injection. It is available as single-dose vials in two strengths: 40 mg/mL, 80 mg/mL. Each mL of these preparations contains Methylprednisolone acetate 40 mg 80 mg Polyethylene glycol 3350 29 mg 28 mg Myristyl-gamma-picolinium chloride 0.195 mg 0.189 mg "" width=""20%"" /> width=""20%"" /> Sodium Chloride was added to adjust tonicity. When necessary pH was adjusted with sodium hydroxide and/or hydrochloric acid. The pH of the finished product remains within the USP specified range (e.g., 3.0 to 7.0.) The chemical name for methylprednisolone acetate is pregna-1,4-diene-3,20-dione, 21-(acetyloxy)-11,17-dihydroxy-6-methyl-,(6a,11ß)- and the molecular weight is 416.51. The structural formula is represented below: DEPO-MEDROL Sterile Aqueous Suspension contains methylprednisolone acetate which is the 6-methyl derivative of prednisolone. Methylprednisolone acetate is a white or practically white odorless crystalline powder which melts at about 215° with some decomposition. It is soluble in dioxane, sparingly soluble in acetone, alcohol chloroform and methanol and slightly soluble in ether. It is practically insoluble in water. Chemical Structure', 'LIDOCAINE Lidocaine hydrochloride injection, USP is sterile, nonpyrogenic, aqueous solution that contains a local anesthetic agent and is administered parenterally by injection. See INDICATIONS for specific uses. Lidocaine hydrochloride injection, USP contains lidocaine hydrochloride, which is chemically designated as acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-, monohydrochloride and has the molecular weight 270.8. Lidocaine hydrochloride (C14H22N2O • HCl) has the following structural formula: Lidocaine hydrochloride injection, USP is a sterile, nonpyrogenic, isotonic solution containing sodium chloride. The pH of the solution is adjusted to approximately 6.5 (5.0–7.0) with sodium hydroxide and/or hydrochloric acid PDP']","[""DOSAGE AND ADMINISTRATION Because of possible physical incompatibilities, DEPO-MEDROL Sterile Aqueous Suspension should not be diluted or mixed with other solutions. The initial dosage of parenterally administered DEPO-MEDROL will vary from 4 to 120 mg, depending on the specific disease entity being treated. However, in certain overwhelming, acute, life-threatening situations, administration in dosages exceeding the usual dosages may be justified and may be in multiples of the oral dosages. It Should Be Emphasized that Dosage Requirements Are Variable and Must Be Individualized on the Basis of the Disease Under Treatment and the Response of the Patient. After a favorable response is noted, the proper maintenance dosage should be determined by decreasing the initial drug dosage in small decrements at appropriate time intervals until the lowest dosage which will maintain an adequate clinical response is reached. Situations which may make dosage adjustments necessary are changes in clinical status secondary to remissions or exacerbations in the disease process, the patient's individual drug responsiveness, and the effect of patient exposure to stressful situations not directly related to the disease entity under treatment. In this latter situation, it may be necessary to increase the dosage of the corticosteroid for a period of time consistent with the patient's condition. If after long-term therapy the drug is to be stopped, it is recommended that it be withdrawn gradually rather than abruptly. A. Administration for Local Effect Therapy with DEPO-MEDROL does not obviate the need for the conventional measures usually employed. Although this method of treatment will ameliorate symptoms, it is in no sense a cure and the hormone has no effect on the cause of the inflammation. 1. Rheumatoid Arthritis and Osteoarthritis . The dose for intra-articular administration depends upon the size of the joint and varies with the severity of the condition in the individual patient. In chronic cases, injections may be repeated at intervals ranging from one to five or more weeks, depending upon the degree of relief obtained from the initial injection. The doses in the following table are given as a general guide: Size of Joint Examples Range of Dosage Large Knees Ankles Shoulders 20 to 80 mg Medium Elbows Wrists 10 to 40 mg Small Metacarpophalangeal Interphalangeal Sternoclavicular Acromioclavicular 4 to 10 mg Procedure: It is recommended that the anatomy of the joint involved be reviewed before attempting intra-articular injection. In order to obtain the full anti-inflammatory effect, it is important that the injection be made into the synovial space. Employing the same sterile technique as for a lumbar puncture, a sterile 20 to 24 gauge needle (on a dry syringe) is quickly inserted into the synovial cavity. Procaine infiltration is elective. The aspiration of only a few drops of joint fluid proves the joint space has been entered by the needle. The injection site for each joint is determined by that location where the synovial cavity is most superficial and most free of large vessels and nerves. With the needle in place, the aspirating syringe is removed and replaced by a second syringe containing the desired amount of DEPO-MEDROL. The plunger is then pulled outward slightly to aspirate synovial fluid and to make sure the needle is still in the synovial space. After injection, the joint is moved gently a few times to aid mixing of the synovial fluid and the suspension. The site is covered with a small sterile dressing. Suitable sites for intra-articular injection are the knee, ankle, wrist, elbow, shoulder, phalangeal, and hip joints. Since difficulty is not infrequently encountered in entering the hip joint, precautions should be taken to avoid any large blood vessels in the area. Joints not suitable for injection are those that are anatomically inaccessible such as the spinal joints and those like the sacroiliac joints that are devoid of synovial space. Treatment failures are most frequently the result of failure to enter the joint space. Little or no benefit follows injection into surrounding tissue. If failures occur when injections into the synovial spaces are certain, as determined by aspiration of fluid, repeated injections are usually futile. If a local anesthetic is used prior to injection of DEPO-MEDROL, the anesthetic package insert should be read carefully and all the precautions observed. 2. Bursitis . The area around the injection site is prepared in a sterile way and a wheal at the site made with 1 percent procaine hydrochloride solution. A 20 to 24 gauge needle attached to a dry syringe is inserted into the bursa and the fluid aspirated. The needle is left in place and the aspirating syringe changed for a small syringe containing the desired dose. After injection, the needle is withdrawn and a small dressing applied. 3. Miscellaneous: Ganglion, Tendinitis, Epicondylitis. In the treatment of conditions such as tendinitis or tenosynovitis, care should be taken following application of a suitable antiseptic to the overlying skin to inject the suspension into the tendon sheath rather than into the substance of the tendon. The tendon may be readily palpated when placed on a stretch. When treating conditions such as epicondylitis, the area of greatest tenderness should be outlined carefully and the suspension infiltrated into the area. For ganglia of the tendon sheaths, the suspension is injected directly into the cyst. In many cases, a single injection causes a marked decrease in the size of the cystic tumor and may effect disappearance. The usual sterile precautions should be observed, of course, with each injection. The dose in the treatment of the various conditions of the tendinous or bursal structures listed above varies with the condition being treated and ranges from 4 to 30 mg. In recurrent or chronic conditions, repeated injections may be necessary. 4. Injections for Local Effect in Dermatologic Conditions . Following cleansing with an appropriate antiseptic such as 70% alcohol, 20 to 60 mg of the suspension is injected into the lesion. It may be necessary to distribute doses ranging from 20 to 40 mg by repeated local injections in the case of large lesions. Care should be taken to avoid injection of sufficient material to cause blanching since this may be followed by a small slough. One to four injections are usually employed, the intervals between injections varying with the type of lesion being treated and the duration of improvement produced by the initial injection. B. Administration for Systemic Effect The intramuscular dosage will vary with the condition being treated. When employed as a temporary substitute for oral therapy, a single injection during each 24-hour period of a dose of the suspension equal to the total daily oral dose of MEDROL ® Tablets (methylprednisolone tablets, USP) is usually sufficient. When a prolonged effect is desired, the weekly dose may be calculated by multiplying the daily oral dose by 7 and given as a single intramuscular injection. In pediatric patients, the initial dose of methylprednisolone may vary depending on the specific disease entity being treated. Dosage must be individualized according to the severity of the disease and response of the patient. The recommended dosage may be reduced for pediatric patients, but dosage should be governed by the severity of the condition rather than by strict adherence to the ratio indicated by age or body weight. In patients with the adrenogenital syndrome , a single intramuscular injection of 40 mg every two weeks may be adequate. For maintenance of patients with rheumatoid arthritis , the weekly intramuscular dose will vary from 40 to 120 mg. The usual dosage for patients with dermatologic lesions benefited by systemic corticoid therapy is 40 to 120 mg of methylprednisolone acetate administered intramuscularly at weekly intervals for one to four weeks. In acute severe dermatitis due to poison ivy, relief may result within 8 to 12 hours following intramuscular administration of a single dose of 80 to 120 mg. In chronic contact dermatitis, repeated injections at 5 to 10 day intervals may be necessary. In seborrheic dermatitis, a weekly dose of 80 mg may be adequate to control the condition. Following intramuscular administration of 80 to 120 mg to asthmatic patients, relief may result within 6 to 48 hours and persist for several days to two weeks. Similarly, in patients with allergic rhinitis (hay fever), an intramuscular dose of 80 to 120 mg may be followed by relief of coryzal symptoms within six hours persisting for several days to three weeks. If signs of stress are associated with the condition being treated, the dosage of the suspension should be increased. If a rapid hormonal effect of maximum intensity is required, the intravenous administration of highly soluble methylprednisolone sodium succinate is indicated. In treatment of acute exacerbations of multiple sclerosis, daily doses of 160 mg of methylprednisolone for a week followed by 64 mg every other day for 1 month have been shown to be effective. For the purpose of comparison, the following is the equivalent milligram dose of the various glucocorticoids: Cortisone, 25 Triamcinolone, 4 Hydrocortisone, 20 Paramethasone, 2 Prednisolone, 5 Betamethasone, 0.75 Prednisone, 5 Dexamethasone, 0.75 Methylprednisolone, 4 These dose relationships apply only to oral or intravenous administration of these compounds. When these substances or their derivatives are injected intramuscularly or into joint spaces, their relative properties may be greatly altered."", 'DOSAGE AND ADMINISTRATION Table 1 (Recommended Dosages) summarizes the recommended volumes and concentrations of lidocaine hydrochloride injection for various types of anesthetic procedures. The dosages suggested in this table are for normal healthy adults and refer to the use of epinephrine-free solutions. When larger volumes are required, only solutions containing epinephrine should be used except in those cases where vasopressor drugs may be contraindicated. There have been adverse event reports of chondrolysis in patients receiving intra-articular infusions of local anesthetics following arthroscopic and other surgical procedures. Lidocaine hydrochloride injection is not approved for this use (see WARNINGS and DOSAGE AND ADMINISTRATION). These recommended doses serve only as a guide to the amount of anesthetic required for most routine procedures. The actual volumes and concentrations to be used depend on a number of factors such as type and extent of surgical procedure, depth of anesthesia and degree of muscular relaxation required, duration of anesthesia required, and the physical condition of the patient. In all cases the lowest concentration and smallest dose that will produce the desired result should be given. Dosages should be reduced for children and for the elderly and debilitated patients and patients with cardiac and/or liver disease. The onset of anesthesia, the duration of anesthesia and the degree of muscular relaxation are proportional to the volume and concentration (i.e., total dose) of local anesthetic used. Thus, an increase in volume and concentration of lidocaine hydrochloride injection will decrease the onset of anesthesia, prolong the duration of anesthesia, provide a greater degree of muscular relaxation and increase the segmental spread of anesthesia. However, increasing the volume and concentration of lidocaine hydrochloride injection may result in a more profound fall in blood pressure when used in epidural anesthesia. Although the incidence of side effects with lidocaine hydrochloride is quite low, caution should be exercised when employing large volumes and concentrations, since the incidence of side effects is directly proportional to the total dose of local anesthetic agent injected. Epidural Anesthesia For epidural anesthesia, only the following dosage forms of lidocaine hydrochloride injection are recommended: 1% without epinephrine 5 mL ampules 2% without epinephrine 2 mL ampules Although these solutions are intended specifically for epidural anesthesia, they may also be used for infiltration and peripheral nerve block, provided they are employed as single dose units. These solutions contain no bacteriostatic agent. In epidural anesthesia, the dosage varies with the number of dermatomes to be anesthetized (generally 2 to 3 mL of the indicated concentration per dermatome). Caudal and Lumbar Epidural Block As a precaution against the adverse experience sometimes observed following unintentional penetration of the subarachnoid space, a test dose such as 2 to 3 mL of 1.5% lidocaine hydrochloride should be administered at least 5 minutes prior to injecting the total volume required for a lumbar or caudal epidural block. The test dose should be repeated if the patient is moved in a manner that may have displaced the catheter. Epinephrine, if contained in the test dose (10 to 15 mcg have been suggested), may serve as a warning of unintentional intravascular injection. If injected into a blood vessel, this amount of epinephrine is likely to produce a transient “epinephrine response” within 45 seconds, consisting of an increase in heart rate and systolic blood pressure, circumoral pallor, palpitations and nervousness in the unsedated patient. The sedated patient may exhibit only a pulse rate increase of 20 or more beats per minute for 15 or more seconds. Patients on beta blockers may not manifest changes in heart rate, but blood pressure monitoring can detect an evanescent rise in systolic blood pressure. Adequate time should be allowed for onset of anesthesia after administration of each test dose. The rapid injection of a large volume of lidocaine hydrochloride injection through the catheter should be avoided, and, when feasible, fractional doses should be administered. In the event of the known injection of a large volume of local anesthetic solution into the subarachnoid space, after suitable resuscitation and if the catheter is in place, consider attempting the recovery of drug by draining a moderate amount of cerebrospinal fluid (such as 10 mL) through the epidural catheter. Close MAXIMUM RECOMMENDED DOSAGES NOTE: The products accompanying this insert do not contain epinephrine. Adults - For normal healthy adults, the individual maximum recommended dose ... NOTE: The products accompanying this insert do not contain epinephrine. Adults For normal healthy adults, the individual maximum recommended dose of lidocaine hydrochloride with epinephrine should not exceed 7 mg/kg (3.5 mg/lb) of body weight, and in general it is recommended that the maximum total dose not exceed 500 mg. When used without epinephrine the maximum individual dose should not exceed 4.5 mg/kg (2 mg/lb) of body weight, and in general it is recommended that the maximum total dose does not exceed 300 mg. For continuous epidural or caudal anesthesia, the maximum recommended dosage should not be administered at intervals of less than 90 minutes. When continuous lumbar or caudal epidural anesthesia is used for non-obstetrical procedures, more drug may be administered if required to produce adequate anesthesia. The maximum recommended dose per 90 minute period of lidocaine hydrochloride for paracervical block in obstetrical patients and non-obstetrical patients is 200 mg total. One half of the total dose is usually administered to each side. Inject slowly, five minutes between sides. (See also discussion of paracervical block in PRECAUTIONS.) For intravenous regional anesthesia, the dose administered should not exceed 4 mg/kg in adults. Children It is difficult to recommend a maximum dose of any drug for children, since this varies as a function of age and weight. For children over 3 years of age who have a normal lean body mass and normal body development, the maximum dose is determined by the child’s age and weight. For example, in a child of 5 years weighing 50 lbs the dose of lidocaine hydrochloride should not exceed 75 to 100 mg (1.5 to 2 mg/lb). The use of even more dilute solutions (i.e., 0.25 to 0.5%) and total dosages not to exceed 3 mg/kg (1.4 mg/lb) are recommended for induction of intravenous regional anesthesia in children. In order to guard against systemic toxicity, the lowest effective concentration and lowest effective dose should be used at all times. In some cases it will be necessary to dilute available concentrations with 0.9% sodium chloride injection in order to obtain the required final concentration. NOTE: Parenteral drug products should be inspected visually for particulate matter and discoloration prior to administration whenever the solution and container permit. Do not use if solution is discolored or contains a precipitate. THE ABOVE SUGGESTED CONCENTRATIONS AND VOLUMES SERVE ONLY AS A GUIDE. OTHER VOLUMES AND CONCENTRATIONS MAY BE USED PROVIDED THE TOTAL MAXIMUM RECOMMENDED DOSE IS NOT EXCEEDED', 'Directions Povidone iodine: Tear at notch remove applicatoruse only once. As a first aid antiseptic clean affected area apply 1 to 3 times daily may be covered with a sterile bandage if bandaged let dry. For preoperative patient skin preparation clean area apply to operative site prior to surgery using the applicator', 'Directions apply to skin as needed discard after single use']",1,5,,
141217,['Mellow hand sanitizer236ml ML310 01'],['ALCOHOL'],['HUMAN OTC DRUG'],['Feature To decrease bacteria on the skin that could cause disease. Recommended for repeated use. Use anywhere without water. Recommended for repeated use. use anywhere without water.'],"['Directions wet hands thoroughyly with product and rub until dry without wiping. For children under 6,use only under adult supervision. Not recommended for infants. When using this product keep out of eyes. In case of contact with eyes, flush thoroughly with water. Do not inhale or ingest. Avoid contact with broken skin. Other information Do not store above 105F. May discolor some fabrics. Harmful to wood finishes and plastics.']",['Drug Facts ML 310 label artwork 8oz'],['Recommended for repeated use. use anywhere without water.'],1,7,,
144133,['Mellow hand sanitizer 236ml ML312 01'],['ALCOHOL'],['HUMAN OTC DRUG'],['Feature To decrease bacteria on the skin that could cause disease. Recommended for repeated use. Use anywhere without water. Recommended for repeated use. use anywhere without water.'],"['Directions wet hands thoroughyly with product and rub until dry without wiping. For children under 6,use only under adult supervision. Not recommended for infants. When using this product keep out of eyes. In case of contact with eyes, flush thoroughly with water. Do not inhale or ingest. Avoid contact with broken skin. Other information Do not store above 105F. May discolor some fabrics. Harmful to wood finishes and plastics.']",['Drug Facts ML 312 label artwork 8oz'],['Recommended for repeated use. use anywhere without water.'],1,9,,
147469,['Naturasil Nail Fungus'],['SULFUR AND THUJA OCCIDENTALIS'],['HUMAN OTC DRUG'],"['Purpose Fungal Symptom Relief Crippled, Brittle and Discolored Nail Symptom Relief']",['Uses: Symptomatic homeopathic topical treatment of common fungal and parasitic skin conditions and nail fungus.'],['The letters HPUS indicate the component(s) in this product is (are) officially monographed in the Homeopathic Pharmacopeia of the United States.'],"['Directions : Use soap at least 2 times daily, for 4-10 days. Drying of skin may occur. Some individuals may be sensitive to essential oils. Skin test for tolerability. If irritation or reaction occurs, discontinue use.']",1,12,,
159914,['4385 First Aid Kit'],['4385 FIRST AID'],['HUMAN OTC DRUG'],"['Eyewassh Purpose Eyewash', 'Alcohol Wipe Purpose First aid antiseptic', 'PVP Wipes Purpose First aid antiseptic', 'PAWS Purpose Antiseptic']","['Eyewash Uses for flushing the eye to remove loose foreign material, air pollutants or chlorinated water', 'Indication and Usage NaCl Irrigant 0.9% Sodium Chloride Irrigation USP is indicated for all general irrigation, washing, rinsing and dilution purposes which permit use of a sterile, nonpyrogenic electrolyte solution.', 'Alcohol Wipe Uses first aid to help prevent infection in minor cuts, scrapes, and burns', 'PVP Wipes Uses first aid antiseptic to help prevent infection in minor cuts, scrapes and burns', 'PAWS Uses for handwashing to decrease bacteria on skin whenever soap and water is not readily available']","['Description NaCL Irrigation Each 100 mL contains: Sodium Chloride USP 0.9 g; Water for Injection USP qs pH adjusted with Hydrochloric Acid NF pH: 5.0 (4.5–7.0) Calculated Osmolarity: 310 mOsmol/liter Concentration of Electrolytes (mEq/liter): Sodium 154; Chloride 154 0.9% Sodium Chloride Irrigation USP is sterile, nonpyrogenic, isotonic and contains no bacteriostatic or antimicrobial agents. The formula of the active ingredient is: Ingredient Molecular Formula Molecular Weight Sodium Chloride USP NaCl 58.44 The plastic container is a copolymer of ethylene and propylene formulated and developed for parenteral drugs. The copolymer contains no plasticizers and exhibits virtually no leachability. The plastic container is also virtually impermeable to vapor transmission and, therefore, requires no overwrap to maintain the proper drug concentration. The safety of the plastic container has been confirmed by biological evaluation procedures. The material passes Class Vl testing as specified in the U.S. Pharmacopeia for Biological Tests — Plastic Containers. These tests have shown that the container is nontoxic and biologically inert. The PIC™ Container is PVC-free and DEHP-free. Ingredient Molecular Formula Molecular Weight Sodium Chloride USP NaCl 58.44 The plastic container is a copolymer of ethylene and propylene formulated and developed for parenteral drugs. The copolymer contains no plasticizers and exhibits virtually no leachability. The plastic container is also virtually impermeable to vapor transmission and, therefore, requires no overwrap to maintain the proper drug concentration. The safety of the plastic container has been confirmed by biological evaluation procedures. The material passes Class Vl testing as specified in the U.S. Pharmacopeia for Biological Tests — Plastic Containers. These tests have shown that the container is nontoxic and biologically inert. The PIC™ Container is PVC-free and DEHP-free.']","['Eyeash Directions remove contacts before using twist top to remove flush the affected area as needed control rate of flow by pressure on the bottle if necessary, continue flushing with emergency eyewash or shower', ""Dosage and Administration As required for irrigation. When used as a diluent, or vehicle for other drugs, the drug manufacturer's recommendations should be followed. Some additives may be incompatible. Consult with pharmacist. When introducing additives, use aseptic techniques. Mix thoroughly. Do not store. Solutions should be inspected visually for particulate matter and discoloration prior to administration, whenever solution and container permits."", 'Alcohol Wipe Directions clean the affected area may be covered with a sterile bandage apply wipe to affeted are 1 to 3 times daily discard wipe after single use', 'PVP Wipes Directions clean the affected area apply1 to 3 times daily may be covered with a sterile bandage if bandaged, let dry first discard wipe after single use', 'PAWS Directions wet hands and wrists thoroughly for 15 seconds and allow to air dry always reseal after use children under 6 years of age should be supervised when using this product']",1,13,,
166972,['Degree Men Motionsense Sport Defense 48H Antiperspirant'],['ALUMINUM CHLOROHYDRATE'],['HUMAN OTC DRUG'],['Purpose: anti-perspirant'],['Uses : · reduces underarm wetness'],"['Description DEGREE MEN MOTIONSENSE DRY SPRAY SPORT DEFENSE 48H ANTIPERSPIRANT - aluminum chlorohydrate aerosol, spray']",['Directions: For underarm use only .'],1,14,,
170910,['Find Your Happy Place'],['AFTER THE RAIN HAND SANITIZER'],['HUMAN OTC DRUG'],['Purpose Antiseptic'],['Uses Hand sanitizer to help reduce bacteria on the skin'],['FIND YOUR HAPPY PLACE AFTER THE RAIN HAND SANITIZER - Ethyl Alcohol gel Find Your Happy Place After the Rain Hand Sanitizer'],['Directions Wet hands thoroughly with product and rub lightly until dry. Do not wipe off or rinse.'],1,14,,
203236,['Dr Joe lab ARTHRITIS EXTRA STRENGTH'],['TROLAMINE SALICYLATE'],['HUMAN OTC DRUG'],['Topical Analgesic'],"['uses For the temporary relief of minor aches and pain associated with simple strains, backaches, arthritis, bruises, and sprains.']",['10% Trolamine Salicylate EXTRA STRENGTH FAST ACTING UNSCENTED CRAMP CALM'],"['Topical Cream, Repeat as necessary, but no more than 3 to 4 times daily.']",1,14,,
12445,['Chewable Aspirin'],['ASPIRIN'],['HUMAN OTC DRUG'],['Purpose Analgesic/antipyretic'],"['Uses temporary relief of minor aches, pains and headaches to reduce fever associated with colds, sore throats, teething']","['MADE IN USA Distributed by GENUINE FIRST AID 600 Cleveland Str Suite 400, Clearwater, FL 33755']","['Directions Do not use more than directed Adults and Children (12 years and older): Chew 4 to 8 tablets with water every 4 hours, Do not exceed 48 tablets in 24 hours unless directed by a doctor. Children Under 12 years: Consult a doctor.']",2,0,,
14923,['H-Cold Sores Formula'],"['CALENDULA OFFICINALIS, RANUNCULUS BULBOSUS']",['HUMAN OTC DRUG'],"['Purpose Calendula officinalis -12C HPUS (for herpes, healing agent), Ranunculus bulbosus -12C HPUS (herpetic eruptions) The letters ‘HPUS’ indicate that the components in this product are officially monographed in the Homoeopathic Pharmacopoeia of the United States']","['Indications: For the treatment of cold sore symptoms, such as fever blisters, soreness at blister site.']","['Dist. by Healing Natural Oils 1042 N El Camino Real, #B-426, Encinitas, CA 92024 USA']",['Directions: Adults and Children 4 yrs and over: Wash hands before and after use. Shake well and apply 1 or 2 drops to a cotton swab and apply directly to the affected area 3x per day. Do not oversaturate or exceed dosage.'],2,0,,
22539,['HClO disinfectant'],['HYPOCHLOROUS ACID'],['HUMAN OTC DRUG'],"['Purpose Disinfect hand, air, surface of object, fabric, fruit and vegetable']","['Application scope Suitable for disinfecting hygienic hand, Air, Object surface, Fabric, Fruit and vegetable']",['Properties This product is colorless transparent liquid'],"['Indication for use 1. Disinfection of hand: Spray the original solution once, take effect for 5 minutes. 2. Disinfection of air: Spray the original solution once, take effect for 20 minutes. 3. Disinfection of fabric: Spray the original solution once, take effect for 5 minutes. 4. Disinfection of surface of object: Spray the original solution once, take effect for 5 minutes. 5. Disinfection of fruit or vegetable: Spray the original solution, take effect for 5 minutes.']",2,0,,
23058,['H-Headaches Formula'],"['APIUM GRAVEOLENS, NUX VOMICA']",['HUMAN OTC DRUG'],"['Purpose Apium graveolens - 12C HPUS (throbbing headaches), Nux vomica -12C HPUS (headache in occiput or over eyes) The letters ‘HPUS’ indicate that the components in this product are officially monographed in the Homoeopathic Pharmacopoeia of the United States']","['Indications: For the temporary relief of headache symptoms such as throbbing pain, pain above the eyes.']","['Dist. by Healing Natural Oils 3830 Valley Ctr Dr, #705-526, San Diego, CA 92130, USA']","['Directions: Adults and Children 4 yrs and over: Wash hands before and after use. Shake well and apply 1 or 2 drops to fingers and massage temples and back of neck every 30mins or when needed, no more than 5x per day. Do not oversaturate or exceed dosage.']",2,0,,
28955,['LivRelief Pain Relief'],['CAPSAICIN'],['HUMAN OTC DRUG'],['Purpose Capsaicin 0.075%..............Topical Analgesic'],['Uses for the temporary relief of minor aches and pains of muscles and joints associated with: simple backache arthritis strains bruises sprains'],"[""Side Panel PAIN RELIEF CREAM For people suffering from pain, LivRelief uses Delivra's unique precision delivery system to transport active ingredients deep to the source of pain, with maximum impact. PAIN RELIEF CREAM powered by the transdermal delivery system Delivra™ LivRelief™ contains no parabens, no SLS, no petroleum, no propylene glycol.""]",['Directions adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily children under 2 years of age: consult a physician'],2,4,,
33363,['Love Beauty and Planet'],['BELOVED COCONUT AND WARM VANILLA HAND SANITIZER'],['HUMAN OTC DRUG'],['Purpose Antiseptic'],['Uses Hand sanitizer to help reduce bacteria on the skin'],['LOVE BEAUTY AND PLANET BELOVED COCONUT & WARM VANILLA HAND SANITIZER - Ethyl Alcohol gel Love Beauty and Planet Beloved Coconut & Warm Vanilla Hand Sanitizer'],['Directions Wet hands thoroughly with product and rub lightly until dry. Do not wipe off or rinse.'],2,4,,
